Policy Name,Policy Name Variant,Id,Date,Url,Full Text,Hashtags,Views Count,Favourite Count,Retweet Count,Reply Count,Language,Image Urls,Video Urls,User Mentions,User Profile Id,User Name,User Followers Count
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation Internship Programme,1759914357943910795,Tue Feb 20 12:14:15 +0000 2024,https://twitter.com/tnsfrbc/status/1759914357943910795,"Stipend INR.8000 | National AIDS Control Organisation NACO Internship Programme 2024 | 

https://t.co/rMq48zFFz3
#tnsfrbc #naco #internships #undergraduates  #phdscholar #postgraduates #internship2024  #indianscholars #tuitionfees #housing #meals #vidhyadhan #disabledscholarship","['tnsfrbc', 'naco', 'internships', 'undergraduates', 'phdscholar', 'postgraduates', 'internship2024', 'indianscholars', 'tuitionfees', 'housing', 'meals', 'vidhyadhan', 'disabledscholarship']",50,1,1,0,en,[],[],[],1346692616704774146,tnsfrbc,168
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation Internship,990583770586734592,Sun Apr 29 13:29:09 +0000 2018,https://twitter.com/RostrumLegal/status/990583770586734592,Internship at National AIDS Control Organisation. To know the details visit: https://t.co/Be8MHQpjDr,[],0,0,0,0,en,[],[],[],913973916,RostrumLegal,327
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1782380141202829478,Mon Apr 22 12:05:15 +0000 2024,https://twitter.com/NACOINDIA/status/1782380141202829478,"For information related to HIV and AIDS, call on 1097 today!

#KnowFacts #KnowHIV #IndiaFightsHIVandSTI #CorrectInformation #Awareness

@MoHFW_INDIA https://t.co/Hs9v5lX6Ee","['KnowFacts', 'KnowHIV', 'IndiaFightsHIVandSTI', 'CorrectInformation', 'Awareness']",25,0,0,0,en,['https://pbs.twimg.com/media/GLxJSvKWoAAHGjv.jpg'],[],['MoHFW_INDIA'],1035019353190621185,NACOINDIA,7759
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1782038150237573562,Sun Apr 21 13:26:18 +0000 2024,https://twitter.com/NACOINDIA/status/1782038150237573562,"Be sure know the four.

#KnowFacts #KnowHIV #IndiaFightsHIVandSTI #Condom #CorrectInformation #Awareness #campaign

@MoHFW_INDIA https://t.co/BowNkSxGqg","['KnowFacts', 'KnowHIV', 'IndiaFightsHIVandSTI', 'Condom', 'CorrectInformation', 'Awareness', 'campaign']",116,4,3,0,en,['https://pbs.twimg.com/media/GLsSQPtWsAAt_1I.jpg'],[],['MoHFW_INDIA'],1035019353190621185,NACOINDIA,7759
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1781269484575338928,Fri Apr 19 10:31:54 +0000 2024,https://twitter.com/NACOINDIA/status/1781269484575338928,"People infected with HIV should take treatment (ART) for lifelong.

#KnowFacts #KnowHIV #IndiaFightsHIVandSTI #CorrectInformation #Awareness #campaign #Quiz

@MoHFW_INDIA https://t.co/VhIOUB1uKs","['KnowFacts', 'KnowHIV', 'IndiaFightsHIVandSTI', 'CorrectInformation', 'Awareness', 'campaign', 'Quiz']",104,4,1,0,en,[],['https://video.twimg.com/ext_tw_video/1781269436974178304/pu/vid/avc1/320x320/cvR8ioo_SaVEtuPP.mp4?tag=12'],['MoHFW_INDIA'],1035019353190621185,NACOINDIA,7759
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1780904732846075959,Thu Apr 18 10:22:30 +0000 2024,https://twitter.com/NACOINDIA/status/1780904732846075959,"मिथक नहीं, तथ्य फैलाएं।

HIV का संक्रमण साथ में उठने, बैठने या खाना खाने से नहीं फैलता।

#KnowFacts #KnowHIV #IndiaFightsHIVandSTI #CorrectInformation #Awareness #campaign

@MoHFW_INDIA https://t.co/N0p0MnUKow","['KnowFacts', 'KnowHIV', 'IndiaFightsHIVandSTI', 'CorrectInformation', 'Awareness', 'campaign']",171,6,3,0,hi,['https://pbs.twimg.com/media/GLcLZ1UaMAAAEPM.jpg'],[],['MoHFW_INDIA'],1035019353190621185,NACOINDIA,7759
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1780189621395292185,Tue Apr 16 11:00:54 +0000 2024,https://twitter.com/NACOINDIA/status/1780189621395292185,"Condoms offer three layers of protection:
1. Prevent unwanted pregnancy
2. Protects against HIV
3. Protects against STIs

#KnowFacts #KnowHIV #IndiaFightsHIVandSTI #Condom #CorrectInformation #Awareness #campaign

@MoHFW_INDIA https://t.co/nk2PGWhwo0","['KnowFacts', 'KnowHIV', 'IndiaFightsHIVandSTI', 'Condom', 'CorrectInformation', 'Awareness', 'campaign']",199,12,2,0,en,['https://pbs.twimg.com/media/GLSA574aAAAZ_6z.jpg'],[],['MoHFW_INDIA'],1035019353190621185,NACOINDIA,7759
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1779914215429685485,Mon Apr 15 16:46:32 +0000 2024,https://twitter.com/StigmabaseO/status/1779914215429685485,HIV Fighting Stigma} Red Ribbon Express: Mission on Wheels | MorungExpress: This unique HIV/ AIDS campaign is being implemented by the National Aids Control Organisation (NACO) in partnership with Rajiv Gandhi Foundation as a ... https://t.co/TMM1P6750y,[],8,0,0,0,en,[],[],[],138418838,StigmabaseO,4177
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1779827100448686308,Mon Apr 15 11:00:22 +0000 2024,https://twitter.com/NACOINDIA/status/1779827100448686308,"HIV is a virus.

#KnowFacts #KnowHIV #IndiaFightsHIVandSTI #CorrectInformation #Awareness #campaign #Quiz

@MoHFW_INDIA https://t.co/klZu2xVYiU","['KnowFacts', 'KnowHIV', 'IndiaFightsHIVandSTI', 'CorrectInformation', 'Awareness', 'campaign', 'Quiz']",179,11,4,1,hu,[],['https://video.twimg.com/ext_tw_video/1779826979686289408/pu/vid/avc1/320x320/rC2ghl6sLoWXHBw3.mp4?tag=12'],['MoHFW_INDIA'],1035019353190621185,NACOINDIA,7759
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1772915482099687507,Wed Mar 27 09:16:04 +0000 2024,https://twitter.com/SwastiHC/status/1772915482099687507,"National AIDS Control Organisation's (@naco_india) initiatives among many others in India are prime examples of the proactive approaches adopted by the Government of India to combat tuberculosis. . 🩺 #EarlyDetection #HealthcareAccess ✨
(2/5) https://t.co/TTJBXcGzCx","['EarlyDetection', 'HealthcareAccess']",15,0,0,1,en,['https://pbs.twimg.com/media/GJqpPArWkAEXlib.jpg'],[],[],2930591126,SwastiHC,1684
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1771364996728938942,Sat Mar 23 02:35:00 +0000 2024,https://twitter.com/andamansacs/status/1771364996728938942,"🔒💪 NACO: National AIDS Control Organisation Take the pledge for a healthy, HIV-free life:
🚫 Avoid unprotected sex.

👫 Stick to one sexual partner.
🩺 Stay safe, stay informed! #ANACS #NACO #HIV #AIDS https://t.co/N1ccxPLlA6","['ANACS', 'NACO', 'HIV', 'AIDS']",547,0,0,0,en,['https://pbs.twimg.com/media/GJLw4PFXIAA8Hhm.jpg'],[],[],1288136942366814208,andamansacs,484
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1771363990171533538,Sat Mar 23 02:31:00 +0000 2024,https://twitter.com/andamansacs/status/1771363990171533538,"🔒💪 NACO: National AIDS Control Organisation Take the pledge for a healthy, HIV-free life:
🚫 Avoid unprotected sex.

👫 Stick to one sexual partner.
🩺 Stay safe, stay informed! #ANACS #NACO #HIV #AIDS https://t.co/OepoQOEOtC","['ANACS', 'NACO', 'HIV', 'AIDS']",523,0,0,0,en,['https://pbs.twimg.com/media/GJLxBxHXAAAu28T.jpg'],[],[],1288136942366814208,andamansacs,484
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1769730291902611843,Mon Mar 18 14:19:16 +0000 2024,https://twitter.com/TheOfficialKSA/status/1769730291902611843,"National AIDS Control Organisation (NACO) Scholarship Programme 2024
https://t.co/qDmkrz7oi4",[],80,0,0,0,en,[],[],[],1056101319772057600,TheOfficialKSA,5331
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1763217955452510462,Thu Feb 29 15:01:34 +0000 2024,https://twitter.com/AIRNES_Shillong/status/1763217955452510462,"The Bands from North East assembled in Shillong  for RED FEST,North East, Multimedia Campaign led by National AIDS Control Organisation 
Do listen to their  message and songs. https://t.co/gZFByYpBTd",[],29,0,0,0,en,['https://pbs.twimg.com/media/GHg1X9wXoAATjQk.jpg'],[],[],1004298129540182016,AIRNES_Shillong,232
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1754727102597726651,Tue Feb 06 04:41:57 +0000 2024,https://twitter.com/andamansacs/status/1754727102597726651,"🛡️ Stand Strong Against HIV &amp; AIDS! 🛡️

🌐 National AIDS Control Organisation 🌐

• Join hands to combat HIV &amp; AIDS.

Together, let's fight against HIV &amp; AIDS! 💪🤝#ANACS #NACO #HIVPrevention 🩺🌍 https://t.co/adg0rV1oR8","['ANACS', 'NACO', 'HIVPrevention']",9,0,0,0,en,['https://pbs.twimg.com/media/GFoK87sXIAAzgN3.jpg'],[],[],1288136942366814208,andamansacs,484
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1754726783247663205,Tue Feb 06 04:40:41 +0000 2024,https://twitter.com/andamansacs/status/1754726783247663205,"🌟 Join Forces Against HIV &amp; AIDS! 🌟

🌐 NACO: National AIDS Control Organisation 🌐

• Together, we can combat HIV &amp; AIDS.

Let's stand united in the fight against HIV/AIDS! 💪👥
#ANACS #NACO #HIVAwareness 🩺🤝 https://t.co/ZkFu0XZHLv","['ANACS', 'NACO', 'HIVAwareness']",9,0,0,0,en,['https://pbs.twimg.com/media/GFoKnsJXsAANeaX.jpg'],[],[],1288136942366814208,andamansacs,484
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1748650789378400698,Sat Jan 20 10:16:51 +0000 2024,https://twitter.com/Jagabondhoo/status/1748650789378400698,"@vrrrr17 @jon_suante @Lal_Duhoma ""Reported"" yes.  Reference is the NATIONAL AIDS CONTROL ORGANISATION report 2022. https://t.co/VEw2TuJq0e",[],9,0,0,0,en,"['https://pbs.twimg.com/media/GER0nvyboAEPSBe.jpg', 'https://pbs.twimg.com/media/GER0n-1aIAAfzcf.jpg']",[],"['vrrrr17', 'jon_suante', 'Lal_Duhoma']",53968777,Jagabondhoo,441
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1748533554600939729,Sat Jan 20 02:31:00 +0000 2024,https://twitter.com/andamansacs/status/1748533554600939729,"🩺 Shield Your Love! 🚫
 National AIDS Control Organisation advocates using condoms for safer sex. Prevention is in your hands; safeguard your partner and yourself. 💑🛡️ #HIVPrevention #NACO #HIV #AIDS https://t.co/kijCLb0QZ1","['HIVPrevention', 'NACO', 'HIV', 'AIDS']",41,0,0,0,en,['https://pbs.twimg.com/media/GEBqzNtW0AAP9a3.jpg'],[],[],1288136942366814208,andamansacs,484
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1747105377953394976,Tue Jan 16 03:55:56 +0000 2024,https://twitter.com/andamansacs/status/1747105377953394976,"🔒 Confidential &amp; Consensual HIV Testing! 🌐

National AIDS Control Organisation assures: • Under HIV &amp; AIDS Act, 2017, your privacy is paramount. 🤐 Rest easy, your health matters! 💪❤️ #HIVTesting #NACO 🌟#ANACS https://t.co/VazQxFIizf","['HIVTesting', 'NACO', 'ANACS']",31,0,0,0,en,['https://pbs.twimg.com/media/GD73BTFW0AAMkm4.jpg'],[],[],1288136942366814208,andamansacs,484
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1745299255969862015,Thu Jan 11 04:19:03 +0000 2024,https://twitter.com/andamansacs/status/1745299255969862015,"🩺 Shield Against HIV! 🛡️
National AIDS Control Organisation advises: Use a condom during sex for HIV prevention. 🌍❤️ Let's prioritize protection for a safer, healthier future! 💪🩺 #HIVPrevention #NACO #ANACS #AIDS #HIV🌟 https://t.co/AAi30EjPKF","['HIVPrevention', 'NACO', 'ANACS', 'AIDS', 'HIV']",41,0,0,0,en,['https://pbs.twimg.com/media/GDiMUbQWIAARMsp.jpg'],[],[],1288136942366814208,andamansacs,484
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1735660703053484407,Fri Dec 15 13:58:53 +0000 2023,https://twitter.com/mizozeitgeist/status/1735660703053484407,"competed at the Regional Level Quiz Contest which is organised by National AIDS Control Organisation (NACO) under Ministry of Health &amp;FW.
The Champion Mizoram Team received a trophy and a cash reward of ₹50000. The PES duo will represent Mizoram at the National Level Competition https://t.co/VN8es90hX0",[],188,7,1,0,en,"['https://pbs.twimg.com/media/GBZONSzW8AE7ZT4.jpg', 'https://pbs.twimg.com/media/GBZONhMXoAAqLmy.jpg']",[],[],2611417716,mizozeitgeist,8197
Quality Improvement Programme (QIP),Quality Improvement Programme,1782348887652507996,Mon Apr 22 10:01:03 +0000 2024,https://twitter.com/Aqua_NHS/status/1782348887652507996,"Last chance to apply for our Improvement Practitioner programme! 🆕

Refresh your Quality Improvement knowledge and build connections with your peers!

Places are limited so don't miss out 📣

📅 Applications close Friday 26 April

Apply now: https://t.co/IPkqgYGdJp https://t.co/0u533wWCt3",[],83,1,1,0,en,['https://pbs.twimg.com/media/GLws3juWMAAktfE.jpg'],[],[],551889886,Aqua_NHS,7116
Quality Improvement Programme (QIP),Quality Improvement Programme,1782340754653749511,Mon Apr 22 09:28:44 +0000 2024,https://twitter.com/HINSouthLondon/status/1782340754653749511,"We're pleased to announce that applications for the South London Care Home Pioneer Cohort 6 are now open 

This is a free programme offering care home managers, deputies, and senior nurses the chance to advance their leadership skills and deliver a quality improvement project. https://t.co/axZx9BDy58",[],101,0,0,1,en,[],['https://video.twimg.com/ext_tw_video/1782332632417611776/pu/vid/avc1/320x320/UZ5J_Sw5FrfEwIdx.mp4?tag=12'],[],1886187518,HINSouthLondon,13091
Quality Improvement Programme (QIP),Quality Improvement Programme,1781446916703940928,Fri Apr 19 22:16:57 +0000 2024,https://twitter.com/otkenkondo/status/1781446916703940928,"Reading #126
傾向スコアマッチングを使用した研究です。
Effect of a Targeted Ambulance Treatment Quality Improvement Programme on Outcomes from Out-of-Hospital Cardiac Arrest: A Metropolitan Citywide Intervention Study https://t.co/ObHs3Vk8Yz #mdpijcm via @JCM_MDPI",['mdpijcm'],205,0,1,0,ja,[],[],['JCM_MDPI'],1237221752217800704,otkenkondo,767
Quality Improvement Programme (QIP),Quality Improvement Programme,1781282432081125579,Fri Apr 19 11:23:21 +0000 2024,https://twitter.com/careexperience/status/1781282432081125579,"The findings of the first National End of Life Survey were published earlier this month. They will be used to develop national and local quality improvement plans, end-of-life care policy and will drive improvements in support for dying and bereaved people. https://t.co/bC8AFWgUVh",[],172,3,0,1,en,['https://pbs.twimg.com/media/GLhirdxWMAAisLK.jpg'],[],[],829335814903574528,careexperience,3372
Quality Improvement Programme (QIP),Quality Improvement Programme,1781249090103226501,Fri Apr 19 09:10:51 +0000 2024,https://twitter.com/SHFT_transforms/status/1781249090103226501,"@hamtun_picu @SHFT_Research ""This project proved that respecting patients, individual risk assessments, and making things easier for staff has great benefits.

Reviewing this process with staff has generated more ideas and shared ownership of the issue.""

Well done Hamtun team! 👏🏼

More below ⬇
#SHFT #QI https://t.co/cdJnQreq0j","['SHFT', 'QI']",63,1,0,0,en,['https://pbs.twimg.com/media/GLhD-IrWsAAD22E.jpg'],[],"['hamtun_picu', 'SHFT_Research']",1017377008785985536,SHFT_transforms,1272
Quality Improvement Programme (QIP),Quality Improvement Programme,1781247178112967017,Fri Apr 19 09:03:15 +0000 2024,https://twitter.com/SHFT_transforms/status/1781247178112967017,"@hamtun_picu @SHFT_Research Patient feedback:

""I feel like I can show that I can be responsible by having items in my room... I know that through care planning I must look after my risk items... I remain hopeful to have further dialogue with the team. Things are certainly better now""

#patientexperience 🙌🏼",['patientexperience'],86,1,1,1,en,[],[],"['hamtun_picu', 'SHFT_Research']",1017377008785985536,SHFT_transforms,1272
Quality Improvement Programme (QIP),Quality Improvement Programme,1781246516830589389,Fri Apr 19 09:00:38 +0000 2024,https://twitter.com/SHFT_transforms/status/1781246516830589389,"@hamtun_picu @SHFT_Research 📈Outcome
👉🏼Security handover time reduced by half &amp; less staff needed
👉🏼30 mins reinvested in service users for meaningful activities
👉🏼Better relationships with service users
👉🏼Building trust
👉🏼Fewer incidents - calmer ward environment
👉🏼Staff less stressed on security handover",[],34,0,0,1,en,[],[],"['hamtun_picu', 'SHFT_Research']",1017377008785985536,SHFT_transforms,1272
Quality Improvement Programme (QIP),Quality Improvement Programme,1781246369161965942,Fri Apr 19 09:00:03 +0000 2024,https://twitter.com/SHFT_transforms/status/1781246369161965942,"✍ @solentacademy are looking for six teams to join the programme starting in June 2024

📧 For expressions of interest or further details, contact quality.improvement@solent.nhs.uk

#QI #QualityImprovement","['QI', 'QualityImprovement']",158,2,1,0,en,[],[],['solentacademy'],1017377008785985536,SHFT_transforms,1272
Quality Improvement Programme (QIP),Quality Improvement Programme,1781244599933014120,Fri Apr 19 08:53:01 +0000 2024,https://twitter.com/SHFT_transforms/status/1781244599933014120,"@hamtun_picu @SHFT_Research Service users and staff were involved in the process of improvement and able to discuss changes over coffee mornings

Observing the feedback, Amanda used the PDSA cycle to produce a series of viable improvements

QI Tools used:
✅ PDSA cycle
✅ 5S's
✅ Driver diagram

👏👏👏",[],69,1,1,1,en,[],[],"['hamtun_picu', 'SHFT_Research']",1017377008785985536,SHFT_transforms,1272
Quality Improvement Programme (QIP),Quality Improvement Programme,1781240151408062902,Fri Apr 19 08:35:20 +0000 2024,https://twitter.com/SHFT_transforms/status/1781240151408062902,"We had four staff members championing their #QI work with fantastic posters and talks...

⌛ Amanda Gotts' project aim for @hamtun_picu was to reduce time spent on security checks, and improve staff-patient relationships when implementing these checks

🧵⬇ https://t.co/d9WOZRa8a1",['QI'],78,1,1,1,en,['https://pbs.twimg.com/media/GLg79e8W0AAM8Y8.jpg'],[],['hamtun_picu'],1017377008785985536,SHFT_transforms,1272
Quality Improvement Programme (QIP),Quality Improvement Programme,1780985553284194454,Thu Apr 18 15:43:39 +0000 2024,https://twitter.com/SHFT_transforms/status/1780985553284194454,"⭐ Last week, @Southern_NHSFT staff attended #MHImprove, an event in London specifically designed for those working in mental health care with an interest in QI

 🗣 This interactive event provided a platform for attendees to network, showcase projects and enhance their knowledge https://t.co/kpBLakZJWS",['MHImprove'],414,8,2,1,en,['https://pbs.twimg.com/media/GLdUquvWYAA3Cbx.jpg'],[],['Southern_NHSFT'],1017377008785985536,SHFT_transforms,1272
Quality Improvement Programme (QIP),Quality Improvement Programme,1780929953606828123,Thu Apr 18 12:02:43 +0000 2024,https://twitter.com/Aqua_NHS/status/1780929953606828123,"Last chance to apply for our Improvement Practitioner programme!

Refresh your Quality Improvement knowledge and build connections and relationships with your peers! 🆕

Don't miss out 📣

📅 Applications close Friday 26 April

Apply now: https://t.co/IPkqgYGdJp https://t.co/JfyPx0HEU3",[],125,0,0,0,en,['https://pbs.twimg.com/media/GLciWuWWAAAJiaI.jpg'],[],[],551889886,Aqua_NHS,7116
Quality Improvement Programme (QIP),Quality Improvement Programme,1780887241222508975,Thu Apr 18 09:13:00 +0000 2024,https://twitter.com/SWBHLibrary/status/1780887241222508975,Achieving optimal cord management: a multidisciplinary quality improvement initiative https://t.co/sz92WCnW6Z Latest Quality Improvement Programme from @BMJOpenQuality @SWBHnhs,[],46,0,0,0,en,[],[],"['BMJOpenQuality', 'SWBHnhs']",3367788730,SWBHLibrary,715
Quality Improvement Programme (QIP),Quality Improvement Programme,1780724694506782793,Wed Apr 17 22:27:06 +0000 2024,https://twitter.com/elainemcfOT/status/1780724694506782793,12 month preceptorship programme completed and a quality improvement project to understand the benefits of a band 5 OT in itu completed ! Thanks you @UHBPreceptee for the support in my first year 💚👩🏽‍⚕️,[],430,6,0,0,en,[],[],['UHBPreceptee'],1395138302819307525,elainemcfOT,27
Quality Improvement Programme (QIP),Quality Improvement Programme,1780547778336235863,Wed Apr 17 10:44:05 +0000 2024,https://twitter.com/HSE_CDI/status/1780547778336235863,"Acute stroke units reduce mortality and dependence. HSCPs are core team members, providing expert knowledge &amp; skills. The National Clinical Programme for Stroke are leading on a national quality improvement project to improve swallowing screening rates #HSCPDay2024 #HSCPDeliver https://t.co/O5YT87MVZa","['HSCPDay2024', 'HSCPDeliver']",1588,32,8,1,en,['https://pbs.twimg.com/media/GLXFvBUXQAAoHb2.png'],[],[],4405627115,HSE_CDI,6993
Quality Improvement Programme (QIP),Quality Improvement Programme,1780280693248983292,Tue Apr 16 17:02:47 +0000 2024,https://twitter.com/Aqua_NHS/status/1780280693248983292,"Last chance to apply for our Improvement Practitioner programme!

Refresh your Quality Improvement knowledge and earn 8 CPD points! 🆕

Don't miss out 📣

📅 Applications close Friday 26 April

Apply now: https://t.co/IPkqgYGdJp https://t.co/H22yhR115y",[],234,1,1,0,en,[],['https://video.twimg.com/ext_tw_video/1780279089057746944/pu/vid/avc1/480x270/x67X1N6aZYRzFCeS.mp4?tag=12'],[],551889886,Aqua_NHS,7116
Quality Improvement Programme (QIP),Quality Improvement Programme,1780144321892692250,Tue Apr 16 08:00:54 +0000 2024,https://twitter.com/ClaireMartinots/status/1780144321892692250,Looking forward to Quality Improvement Programme and getting started on our project https://t.co/qMMcDpZgBP,[],133,5,0,0,en,['https://pbs.twimg.com/media/GLRX0V4WIAAkW46.jpg'],[],[],885599177899745280,ClaireMartinots,372
Quality Improvement Programme (QIP),Quality Improvement Programme,1779855387551764679,Mon Apr 15 12:52:47 +0000 2024,https://twitter.com/SHFT_transforms/status/1779855387551764679,"📅 Our latest QI Certified Leader course is under way today!

🎖 This 6-day course will introduce @Southern_NHSFT employees to QI &amp; equip those who complete the course with the necessary skills to become a QI Leader

⭐ We're excited to follow the cohort's progress!

#QI #SHFTQI https://t.co/pLCdCABxoN","['QI', 'SHFTQI']",188,7,1,0,en,['https://pbs.twimg.com/media/GLNK1YkWAAAZcNJ.jpg'],[],['Southern_NHSFT'],1017377008785985536,SHFT_transforms,1272
Quality Improvement Programme (QIP),Quality Improvement Programme,1779796815094968539,Mon Apr 15 09:00:02 +0000 2024,https://twitter.com/SHFT_transforms/status/1779796815094968539,"🌟 Looking to improve your skills and take your demand, capacity management, and planning approach to the next level?

⏳ Starting in June in Southampton and set across four months, Solent's course is designed to help you enhance your capabilities and reduce waiting lists &amp; times https://t.co/ZbCif1i0qu",[],263,2,1,0,en,['https://pbs.twimg.com/media/GKoiHDPWEAEj_W9.jpg'],[],[],1017377008785985536,SHFT_transforms,1272
Quality Improvement Programme (QIP),Quality Improvement Programme,1779459841620136180,Sun Apr 14 10:41:01 +0000 2024,https://twitter.com/CELCIStweets/status/1779459841620136180,"What is Quality Improvement and how can it effect real change in public services? Our online resource showcases how the PACE programme supported Scottish local authorities to reduce permanence planning timescales for babies, children and young people: https://t.co/F9d97fdvm5 https://t.co/Wnlo0NnXB2",[],444,6,0,0,en,['https://pbs.twimg.com/media/GLHpS24WsAA6W6d.jpg'],[],[],370590741,CELCIStweets,12480
Quality Improvement Programme (QIP),Quality,1782390525129052313,Mon Apr 22 12:46:31 +0000 2024,https://twitter.com/Renewablesafri/status/1782390525129052313,"Unlock a greener tomorrow with our energy-saving tips! Join us in making the world a cleaner, more sustainable place.

SUBSCRIBE https://t.co/Md0Xl8jKku

For this and more exciting renewable energy videos 

#partnerships #gas #leadership #development #quality #sustainable https://t.co/GyBYhoD2n6","['partnerships', 'gas', 'leadership', 'development', 'quality', 'sustainable']",0,0,0,0,en,['https://pbs.twimg.com/media/GLxSvEzWIAAEvde.jpg'],[],[],2753693926,Renewablesafri,2278
Quality Improvement Programme (QIP),Quality,1782390524365693088,Mon Apr 22 12:46:30 +0000 2024,https://twitter.com/srmarshall46/status/1782390524365693088,"@gary_simon67 @SpinCat1 My God what a load of rubbish,are you working for Khan? What evidence? Khan hasn't even produced the figures of pollution, knowing it's probably worse than before ulez,but because the election he won't say anything about it, and in the Expansion zone,air quality no different",[],0,0,0,0,en,[],[],"['gary_simon67', 'SpinCat1']",953815034,srmarshall46,575
Quality Improvement Programme (QIP),Quality,1782390512512577685,Mon Apr 22 12:46:28 +0000 2024,https://twitter.com/mushroom1324596/status/1782390512512577685,"@FToverthinker @BrasilEdition @ShikharGupta__ That’s his quality, he can be off and still walk out with impact on the game. Best player in the world currently",[],0,0,0,0,en,[],[],"['FToverthinker', 'BrasilEdition', 'ShikharGupta__']",1772304638907219968,mushroom1324596,17
Quality Improvement Programme (QIP),Quality,1782390510688346404,Mon Apr 22 12:46:27 +0000 2024,https://twitter.com/XDiggityDiggzX/status/1782390510688346404,"@GarbageHuman23 Definitely saving hitler so I can selfie, get a signature on his book, and hang him myself in 4k quality no less.",[],0,0,0,0,en,[],[],['GarbageHuman23'],291715512,XDiggityDiggzX,6
Quality Improvement Programme (QIP),Quality,1782390502186246489,Mon Apr 22 12:46:25 +0000 2024,https://twitter.com/dsosarod/status/1782390502186246489,"@Camel_Crushin It all comes down to the quality of the avocado to take it from okay, to great.",[],0,0,0,0,en,[],[],['Camel_Crushin'],82495488,dsosarod,391
Quality Improvement Programme (QIP),Quality,1782390487271244261,Mon Apr 22 12:46:22 +0000 2024,https://twitter.com/1989cardigans/status/1782390487271244261,@dwaynepaul06 Every singer is talented that's why they are what they are now. Yes Ariana is a better vocalist but thats not what I'm talking about? Success and Quality of music do not revolve around octaves,[],0,0,0,0,en,[],[],['dwaynepaul06'],1768370712727736320,1989cardigans,463
Quality Improvement Programme (QIP),Quality,1782390478169600480,Mon Apr 22 12:46:19 +0000 2024,https://twitter.com/PierreGBlanchet/status/1782390478169600480,@justmatthewv exactly. Volume + Quality and you are unstoppable,[],0,0,0,0,en,[],[],['justmatthewv'],1636736368826019843,PierreGBlanchet,256
Quality Improvement Programme (QIP),Quality,1782390469273510029,Mon Apr 22 12:46:17 +0000 2024,https://twitter.com/ChucksIhebuzor/status/1782390469273510029,"Feed your mind quality thoughts

- Filter thoughts through your end goals
- Keep thoughts that make you grow
- Leave thoughts that keep you stuck 

Quality thoughts shape a quality mind.

Quality minds shape a quality reality.",[],0,0,0,0,en,[],[],[],35831629,ChucksIhebuzor,194
Quality Improvement Programme (QIP),Quality,1782390465553166745,Mon Apr 22 12:46:16 +0000 2024,https://twitter.com/OiaFabricsng/status/1782390465553166745,@OloriOfOloris 🎶🎶🎵 Nasco Quality Cornflakes….,[],0,0,0,0,en,[],[],['OloriOfOloris'],131745845,OiaFabricsng,577
Quality Improvement Programme (QIP),Quality,1782390457462321263,Mon Apr 22 12:46:14 +0000 2024,https://twitter.com/RavenStark17/status/1782390457462321263,"@santhoo9 @esalpana 2. Or give option for Govt schools to teach in English. 
Ledu ante we are just wishing for perpetuation of inequalities. Ee burden padedi kevalam pedha vadike. 
Meeru annaru private schools lo English Ela undi quality Ani. Oka Grameena parents, Nelasari aadhayam",[],0,0,0,0,en,[],[],"['santhoo9', 'esalpana']",1452346227836657665,RavenStark17,310
Quality Improvement Programme (QIP),Quality,1782390451456077857,Mon Apr 22 12:46:13 +0000 2024,https://twitter.com/EurJMidwifery/status/1782390451456077857,"We investigate the level of #mindfulness among #midwiferystudents as mindfulness can have a major impact on their perception of #stress and can increase the quality of their work after graduation.
-By Turin L et al
-At @EurJMidwifery - @EurPublishing 
DOI: https://t.co/dcAcdvLrRR https://t.co/7t1Su0TWI3","['mindfulness', 'midwiferystudents', 'stress']",1,0,0,0,en,['https://pbs.twimg.com/media/GLxSqmvXgAAvxUs.jpg'],[],"['EurJMidwifery', 'EurPublishing']",912278242438127616,EurJMidwifery,1303
