Policy Name Variant,Id,Date,Url,Full Text,Hashtags,Views Count,Favourite Count,Retweet Count,Reply Count,Language,Image Urls,Video Urls,User Mentions,User Profile Id,User Description,User Name,User Followers Count,sentiment_transformer
Innovation In Science Pursuit For Inspired Research - Internship,281271686073049089,Wed Dec 19 05:36:10 +0000 2012,https://twitter.com/GurgaonKIIT/status/281271686073049089,Innovation in Science Pursuit for Inspired Research 2nd Science Internship Camp for School Children: http://t.co/Mrk8N0jU,[],0,0,0,0,en,[],[],[],599119209,"KIIT is India's pioneer institute in offering graduate & post graduate programs, right to converse degrees, affiliated from MD University (Rohtak) and AICTE.",GurgaonKIIT,1053,0
Innovation In Science Pursuit For Inspired Research (INSPIRE) - Internship,96202772898267136,Wed Jul 27 12:58:23 +0000 2011,https://twitter.com/onlykmr/status/96202772898267136,A  5 day Innovation in  Scientific Pursuit for Inspired Research (INSPIRE) Science Internship Camp  organized by... http://fb.me/1cahRFJlC,[],0,0,0,0,en,[],[],[],277412235,Official Twitter handle of Jammu and Kashmir's first news portal https://t.co/XtdEtpRtQy,onlykmr,15684,2
National Action Plan for Skill Development of Persons with Disabilities,1658315610265370630,Tue May 16 03:37:06 +0000 2023,https://twitter.com/caleemlone/status/1658315610265370630,"Humbled to be one of the #Speakers at Nation Institute of Social Defence, Delhi in  the National Level Stakeholders Consultation under the #National #Action #Plan (NAP) For Skill Development of Persons with Disabilities  #PwDs. 
#Inclusivity  #Dignity #Empowerment 
@MSJEGOI https://t.co/pttm5yvfQy","['Speakers', 'National', 'Action', 'Plan', 'PwDs', 'Inclusivity', 'Dignity', 'Empowerment']",91,5,2,0,en,"['https://pbs.twimg.com/media/FwOFOdhaYAEMVED.jpg', 'https://pbs.twimg.com/media/FwOFO8UaIAYlj0h.jpg', 'https://pbs.twimg.com/media/FwOFPjtaUAAjuEZ.jpg', 'https://pbs.twimg.com/media/FwOFQLtaEAITe27.jpg']",[],['MSJEGOI'],1078905411187568640,"Socialpreneur, Co-Founder @wyathservices, Govt. Consulting,  CSR, Startup Mentoring,  Adventure Sports Enthusiast & A Cook! rts ain't endorsements",caleemlone,96,2
National Action Plan for Skill Development of Persons with Disabilities,1658174837775532033,Mon May 15 18:17:43 +0000 2023,https://twitter.com/SARITADWIVEDI7/status/1658174837775532033,National Level Stakeholder Consultation under the National Action Plan(NAP) for Skill Development of Persons with Disabilities held in National Institute of social defence Dwarka 10 New Delhi on 4th May 2023. https://t.co/rYjSNxy9fO,[],50,0,0,0,en,"['https://pbs.twimg.com/media/FwMFNQBaQAEwv_6.jpg', 'https://pbs.twimg.com/media/FwMFNrqagAERPI-.jpg', 'https://pbs.twimg.com/media/FwMFOMXaAAEsiBC.jpg', 'https://pbs.twimg.com/media/FwMFOepaIAAohcU.jpg']",[],[],750612539768238080,"#Artist🖌️
#Creative arts🌈
#Traveller👩‍🦼
#Happy girl🧚‍♀️
#Traditional🕉
#National and international Awardee🏆
#kvian🗣
#Armybrat🪖
#working👩‍💻
#INDIAN🇮🇳",SARITADWIVEDI7,142,0
National Action Plan for Skill Development of Persons with Disabilities,1655595669799817222,Mon May 08 15:29:01 +0000 2023,https://twitter.com/pib_MoSJE/status/1655595669799817222,"National-Level Stakeholder Consultation under National Action Plan (NAP) for Skill Development of Persons with Disabilities on 4th May 2023 at National Institute of Social Defence, Dwarka, New Delhi
Press Release link:-
https://t.co/9kws37tFhf https://t.co/c8hQ3WbRgP",[],118,8,3,1,en,['https://pbs.twimg.com/media/FvnbfNBaUAEoJV5.jpg'],[],[],1293099207893557248,"Ministry of Social Justice and Empowerment (Press Information Bureau) 
Government of India",pib_MoSJE,1186,0
National Action Plan for Skill Development of Persons with Disabilities,1655589515057143813,Mon May 08 15:04:34 +0000 2023,https://twitter.com/PIB_India/status/1655589515057143813,"National-Level Stakeholder Consultation under National Action Plan (NAP) for Skill Development of Persons with Disabilities on 4th May 2023 at National Institute of Social Defence, Dwarka, New Delhi

Read More: https://t.co/AQmz5qji9r https://t.co/BbLKnFkgCf",[],9402,33,6,2,en,"['https://pbs.twimg.com/media/FvnVygMXwAstNdP.jpg', 'https://pbs.twimg.com/media/FvnVyp0X0AA-cOB.jpg']",[],[],231033118,Press Information Bureau. Nodal agency for communicating to media on behalf of #Government of #India. In Hindi: @pibhindi For Fact Check: @PIBFactCheck,PIB_India,2908392,0
National Action Plan for Skill Development of Persons with Disabilities,1654355630797512709,Fri May 05 05:21:33 +0000 2023,https://twitter.com/socialpwds/status/1654355630797512709,"The Department organised a National Level Stakeholder Consultation under National Action Plan for Skill development of Persons with Disabilities on 4th May 2023 at National Institute of Social Defence, New Delhi
@PIB_India https://t.co/dALOp0Ifxp",[],2806,38,10,1,en,"['https://pbs.twimg.com/media/FvVzqxOaMAA6rva.jpg', 'https://pbs.twimg.com/media/FvVzrIraYAEEnLI.jpg', 'https://pbs.twimg.com/media/FvVzrWMaEAAMxAi.jpg']",[],['PIB_India'],3009186721,"Official account of the Department of Empowerment of Persons with Disabilities (Divyangjan) {DEPwD},MSJE, Govt. of India.",socialpwds,92684,0
National Action Plan for Skill Development of Persons with Disabilities,1654351730006704134,Fri May 05 05:06:03 +0000 2023,https://twitter.com/pib_MoSJE/status/1654351730006704134,"On 4th May 2023, 
The Department organised a National Level Stakeholder Consultation under National Action Plan for Skill development of Persons with Disabilities  .
#ekbharatshreshtbharat https://t.co/dsRlQ1AcfZ",['ekbharatshreshtbharat'],99,5,2,0,en,"['https://pbs.twimg.com/media/FvVwHK4aUAAKgkz.jpg', 'https://pbs.twimg.com/media/FvVwH1yaAAI1-P4.jpg']",[],[],1293099207893557248,"Ministry of Social Justice and Empowerment (Press Information Bureau) 
Government of India",pib_MoSJE,1186,2
National Action Plan for Skill Development of Persons with Disabilities,1654107646784307200,Thu May 04 12:56:09 +0000 2023,https://twitter.com/mesc_india/status/1654107646784307200,"Presentation on Empowering Persons with Disabilities through Skill Development Program at National Level Stakeholder Consultation under National Action Plan (NAP) for Skill Development of Persons with Disabilities
#empowerment #disabilities #naps #stakeholders #skill #development https://t.co/USCokK8GTf","['empowerment', 'disabilities', 'naps', 'stakeholders', 'skill', 'development']",116,3,0,0,en,['https://pbs.twimg.com/media/FvSSCxEWAAU0Yxf.jpg'],[],[],802483727720792064,"Media and Entertainment Skills Council is setup under the National Skills Development Mission, Government of India under the aegis of NSDC and promoted by FICCI",mesc_india,3314,0
National Action Plan for Skill Development of Persons with Disabilities,1562407959606476800,Wed Aug 24 11:54:20 +0000 2022,https://twitter.com/socialpwds/status/1562407959606476800,National Action Plan for Skill Development of Divyangjan | A flagship scheme of the Department of Empowerment of Persons with Disabilities #NAP #Skill_Development #Skill #PMOIndia @Drvirendrakum13 @RamdasAthawale @ANarayana_swamy @PratimaBhoumik @PIB_India @mygovindia https://t.co/Hooc8suet5,"['NAP', 'Skill_Development', 'Skill', 'PMOIndia']",0,46,25,3,en,['https://pbs.twimg.com/media/Fa7Jt8_XgAA0e_C.jpg'],[],"['Drvirendrakum13', 'RamdasAthawale', 'ANarayana_swamy', 'PratimaBhoumik', 'PIB_India', 'mygovindia']",3009186721,"Official account of the Department of Empowerment of Persons with Disabilities (Divyangjan) {DEPwD},MSJE, Govt. of India.",socialpwds,92684,0
National Action Plan for Skill Development of Persons with Disabilities,1505784735875809287,Mon Mar 21 05:53:51 +0000 2022,https://twitter.com/UmangOfficial_/status/1505784735875809287,"Now persons with disabilities can download their skill certificate through #UMANG App. The certificate is issued for such persons under the National Action Plan for Skill Development of persons with disabilities. To download UMANG, give missed call at 97183-97183. https://t.co/MkFiUyjT99",['UMANG'],0,6,0,0,en,['https://pbs.twimg.com/media/FOWeYu4VsAA2Chv.jpg'],[],[],811496457492541440,"UMANG  is a unified mobile & web application to access major government services in India.
 An app by National e-Governance Division (Meity). Gov of India.",UmangOfficial_,37313,0
National Action Plan for Skill Development of Persons with Disabilities,1505521136938864643,Sun Mar 20 12:26:24 +0000 2022,https://twitter.com/pibchennai/status/1505521136938864643,"Now persons with disabilities can download their skill certificate through #UMANG App. The certificate is issued for such persons under the National Action Plan for Skill Development of persons with disabilities. To download @UmangOfficial_ , give missed call at 97183-97183. https://t.co/r3pZNsTFtL",['UMANG'],0,1,2,0,en,['https://pbs.twimg.com/media/FOSvUZ4UYAUP9fZ.jpg'],[],['UmangOfficial_'],884660418714652672,"Press Information Bureau, Chennai. Nodal agency for Media Communication on behalf of #Government of #India. Follow for official #GoI updates.",pibchennai,46040,0
National Action Plan for Skill Development of Persons with Disabilities,1505519428254896128,Sun Mar 20 12:19:37 +0000 2022,https://twitter.com/JagathKrishnaIN/status/1505519428254896128,"Now persons with disabilities can download their skill certificate through #UMANG App. The certificate is issued for such persons under the National Action Plan for Skill Development of persons. To download @UmangOfficial_, give missed call at 97183-97183. https://t.co/QVvNPpi6R4",['UMANG'],0,0,0,0,en,['https://pbs.twimg.com/media/FOStsG7WYAQEbsU.jpg'],[],['UmangOfficial_'],1332221736163545088,South Central Zone (SM)I/C @ABVPVoice| •Pursuing MA - Public Admin / Public Policy / Governance / @RSSOrg Swayamsevak| Learner 📖| @MyNEPIN Ambassador 2020,JagathKrishnaIN,1353,0
National Action Plan for Skill Development of Persons with Disabilities,1505519158301458433,Sun Mar 20 12:18:33 +0000 2022,https://twitter.com/_DigitalIndia/status/1505519158301458433,"Now persons with disabilities can download their skill certificate through #UMANG App. The certificate is issued for such persons under the National Action Plan for Skill Development of persons with disabilities. To download @UmangOfficial_, give missed call at 97183-97183. https://t.co/T0tgsMB4uH",['UMANG'],0,42,10,2,en,['https://pbs.twimg.com/media/FOStsG7WYAQEbsU.jpg'],[],['UmangOfficial_'],2686770528,"This is the Official Twitter Account of Digital India, a flagship programme of the Government of India.",_DigitalIndia,2071068,0
National Action Plan for Skill Development of Persons with Disabilities,1027585668342599680,Thu Aug 09 16:01:29 +0000 2018,https://twitter.com/KPGBJP/status/1027585668342599680,"Today I co-chaired the meeting of the Consultative Committee with Hon'ble Minister Sh. @TCGEHLOT ji, to discuss the National Action Plan for the Skill Development of Persons with Disabilities. https://t.co/HzFNLkusLJ",[],0,22,5,2,en,['https://pbs.twimg.com/media/DkK3tR-XoAEHM5x.jpg'],[],['TCGEHLOT'],2941721204,"Minister of State for Power and Heavy Industries, Government of India.
Member of Parliament- Faridabad.",KPGBJP,144285,0
Education Loan Scheme,1782018397288436132,Sun Apr 21 12:07:48 +0000 2024,https://twitter.com/Jigmet52/status/1782018397288436132,"Empowering students means empowering the future. Congress is committed to reviving the education loan scheme, and providing financial assistance to students from marginalized communities. #StudentsLoanMaafi",['StudentsLoanMaafi'],4,0,0,0,en,[],[],[],1773217945747148800,No Description,Jigmet52,10,2
Education Loan Scheme,1782011385741730105,Sun Apr 21 11:39:57 +0000 2024,https://twitter.com/abhinsanity/status/1782011385741730105,"1. Education Loan program of ₹ 7.5 lakh collateral free loans (scheme brought to you by Chidambaram!!)

2. education loan write off of ALL dues as on 15 march, 2024

3. FREE UNLIMITED Internet in schools and colleges.
#StudentsLoanMaafi 

GAMECHANGER for the first time voters!!! https://t.co/dTjLTcx9yv",['StudentsLoanMaafi'],1179,13,12,0,en,['https://pbs.twimg.com/media/GLr5EDlWoAAI3Q8.jpg'],[],[],1510159063719751682,"Controversy.
Sarcasm.
White T Shirt Supremacy.
INDIA IS AN ART. @RAHULGANDHI IS THE ARTIST.
#GintiKaro #BhartiBharosa #PehliNaukriPakki #KisaanMSPGuarantee",abhinsanity,872,0
Education Loan Scheme,1781997371565703232,Sun Apr 21 10:44:15 +0000 2024,https://twitter.com/mohitpsspeaks/status/1781997371565703232,"Empowering students means empowering the future. Congress is committed to reviving the education loan scheme, and providing financial assistance to students from marginalized communities. #StudentsLoanMaafi https://t.co/60CBC39yMs",['StudentsLoanMaafi'],10,1,1,0,en,['https://pbs.twimg.com/media/GLrtKidXUAA6S53.jpg'],[],[],1288157952549908480,God is truth. The way to truth lies through Ahimsa. - Mahatma Gandhi,mohitpsspeaks,36,2
Education Loan Scheme,1781565764060995975,Sat Apr 20 06:09:12 +0000 2024,https://twitter.com/Aerowhirl/status/1781565764060995975,"@amoxcicillin1 Convert my mortgage loan into education loan please 😭😭😭

Aisa scheme bhi laya Karo congressisss😭😭😭",[],25,0,0,0,en,[],[],['amoxcicillin1'],1756684068551643136,Leader of Blitzkreig Boys #Call of Duty,Aerowhirl,4,0
Education Loan Scheme,1781556593957765262,Sat Apr 20 05:32:46 +0000 2024,https://twitter.com/IKabir0007/status/1781556593957765262,@INCIndia I want to make a request to @INCIndia communication team to make a good ad on education loan waiver scheme as promised in the manifesto. This can be a huge game changer in the election process.,[],73,1,0,0,en,[],[],"['INCIndia', 'INCIndia']",1444155117557542914,Engineer |Football | Cinephile | Interested in Indian Policies and Politics | Follow4Follow,IKabir0007,642,0
Education Loan Scheme,1781431174767755455,Fri Apr 19 21:14:24 +0000 2024,https://twitter.com/RepStefanik/status/1781431174767755455,I joined @virginiafoxx and my @HouseGOP colleagues on @EdWorkforceCmte in demanding answers from Biden’s Education Secretary Miguel Cardona about potentially illegal actions the Administration has taken to further its student loan bailout scheme. https://t.co/GEQVzRlcWZ,[],9516,125,36,101,en,"['https://pbs.twimg.com/media/GLjqNcbW4AIsES8.jpg', 'https://pbs.twimg.com/media/GLjqNcmWUAAQFle.jpg', 'https://pbs.twimg.com/media/GLjqNcbWsAEJQRG.jpg', 'https://pbs.twimg.com/media/GLjqNcgXoAArSkH.jpg']",[],"['virginiafoxx', 'HouseGOP', 'EdWorkforceCmte']",2962813893,Proud Representative for New York's 21st Congressional District. House Republican Conference Chair. 📸 Instagram: @repstefanik,RepStefanik,539214,0
Education Loan Scheme,1781408606375522587,Fri Apr 19 19:44:43 +0000 2024,https://twitter.com/ScottsMedia/status/1781408606375522587,@Bananafonie @siElia254 @TrevorWiltrans @mikepengellyCA @ColinFrizzell Not if it's their retirement fund? Or an education fund to ensure their kids aren't crippled by student loans after they graduate? Aren't these things we should be working toward? Or are we meant to have just enough to get by and give the rest to the gov for vote-buying schemes?,[],20,1,0,1,en,[],[],"['Bananafonie', 'siElia254', 'TrevorWiltrans', 'mikepengellyCA', 'ColinFrizzell']",36404994,No Description,ScottsMedia,98,0
Education Loan Scheme,1781399761498841584,Fri Apr 19 19:09:34 +0000 2024,https://twitter.com/SchuylerGrace2/status/1781399761498841584,"@AbrahamHamadeh So,  you are good with predatory private schools charging students more than they were told their education would cost in a scheme to defraud 98% of them?  This is why students end up with insane student loan burdens, and students were the ones who made the complaints re: GCU.",[],37,2,0,0,en,[],[],['AbrahamHamadeh'],1297771632312762369,"Left leaning, decent (at least, I try) visitor to this planet with an artistic bent",SchuylerGrace2,90,0
Education Loan Scheme,1781288853187223989,Fri Apr 19 11:48:52 +0000 2024,https://twitter.com/audgen/status/1781288853187223989,"@DeeOneAyekooto Honestly, the COS's approach is much better. The current Student loan scheme is constrained with high chance of default. 
A Nigerian Education Bank offering revolving loans  to  students in both private and public institutions at single digit interest rate is preferable.",[],198,1,0,0,en,[],[],['DeeOneAyekooto'],153526393,No Description,audgen,37,0
Education Loan Scheme,1781233877312299270,Fri Apr 19 08:10:24 +0000 2024,https://twitter.com/VoteTrueAndFair/status/1781233877312299270,"#Student LOAN WRITE-OFF scheme to attract and retain public sector staff
 
True &amp; Fair Party advocates for 50% write-off after five years &amp; 100% after seven years of service
 
Will retain talent in #education, the #NHS, public service &amp; critical #public sector roles https://t.co/ZOZTfrw2l4","['Student', 'education', 'NHS', 'public']",692,4,1,0,en,['https://pbs.twimg.com/media/GLg2xPxX0AANNb_.jpg'],[],[],1477609327708024835,"Welcome to the True & Fair Party - a new, dynamic force for change in British politics and society. Our Values: Compassion, Caring, Common-sense.",VoteTrueAndFair,15561,2
Education Loan Scheme,1781188588941738143,Fri Apr 19 05:10:27 +0000 2024,https://twitter.com/INC_Hzb/status/1781188588941738143,"@MrSinha_ The power of your one vote 

🔸Guaranteed First job
🔸₹1 Lakh to every poor family
🔸MSP guarantee
🔸Education loan waiver
🔸Farm loan waiver
🔸No GST on farm equipments
🔸Remove Agniveer scheme
🔸MGNREGA wages ₹400/day

Rahul Gandhi ki Guarantee 🔥",[],20,0,0,0,en,[],[],['MrSinha_'],1637318196909977601,No Description,INC_Hzb,704,0
Education Loan Scheme,1781167238197944674,Fri Apr 19 03:45:36 +0000 2024,https://twitter.com/ParasharIYC/status/1781167238197944674,"Your one vote can get:

🔸₹1 lakh to every poor family
🔸Confirm first job of ₹1 lakh
🔸Removal of Agniveer Scheme
🔸MSP Guarantee
🔸No GST on farm equipment
🔸Education loan waiver
🔸Farm loan waiver
🔸Double income of asha and aganwadi workers

#LokSabhaElection2024 https://t.co/hEBe17EY6R",['LokSabhaElection2024'],37,0,1,0,en,['https://pbs.twimg.com/media/GLf6KEYbMAEDwNz.jpg'],[],[],2555068962,प्रदेश उपाध्यक्ष एवं संगठन प्रभारी-मध्यप्रदेश युवा कांग्रेस | State Vice President and Organisation Incharge @IYCMadhya | 9713718607,ParasharIYC,3595,0
Education Loan Scheme,1781141640939540803,Fri Apr 19 02:03:53 +0000 2024,https://twitter.com/Praneshvjcbe/status/1781141640939540803,"Your one vote can get:

🔸₹1 lakh to every poor family
🔸Confirm first job of ₹1 lakh
🔸Removal of Agniveer Scheme
🔸MSP Guarantee
🔸No GST on farm equipment
🔸Education loan waiver
🔸Farm loan waiver
🔸Double income of asha and aganwadi workers https://t.co/bmWKtZ656a",[],186,15,5,21,en,['https://pbs.twimg.com/media/GLfi4erb0AAeZN5.jpg'],[],[],1529886458974457856,No Description,Praneshvjcbe,3731,0
Education Loan Scheme,1781141178370695303,Fri Apr 19 02:02:03 +0000 2024,https://twitter.com/abusuhaima/status/1781141178370695303,"Your one vote can get:
🔸₹1 lakh to every poor family
🔸Confirm first job of ₹1 lakh
🔸Removal of Agniveer Scheme
🔸MSP Guarantee
🔸No GST on farm equipment
🔸Education loan waiver
🔸Farm loan waiver
🔸Double income of aganwadi workers
#LokSabhaElection2024
#VoteForCongress 🖐️ https://t.co/b0AU6QJFMD","['LokSabhaElection2024', 'VoteForCongress']",20,0,0,0,en,['https://pbs.twimg.com/media/GLfidnEagAAqQo9.jpg'],[],[],194075677,"Dravidian Stock

கிழக்குக் கடல்கரைச் சாலை, அதிரை",abusuhaima,367,0
Education,1782030321443295717,Sun Apr 21 12:55:11 +0000 2024,https://twitter.com/tvescaper/status/1782030321443295717,@Jimmy98952980 @thejackhopkins That's a stupid fucking fear mongering talking point meanwhile the south has highest rates of everything terrible and the worst education systems,[],0,0,0,0,en,[],[],"['Jimmy98952980', 'thejackhopkins']",1372343187327492097,▫️ reality tv is my escape from all the nasty things going on in this world #StandWithUkraine 💙💛🇺🇦#FreePalestine #HumanRights #BlackLivesMatter,tvescaper,1762,0
Education,1782030309686476813,Sun Apr 21 12:55:09 +0000 2024,https://twitter.com/kejimicheal/status/1782030309686476813,"Ladies and gentlemen, I give you one of the official accounts of one of the most significant education boards in the Federal Republic of Nigeria.",[],0,0,0,0,en,[],[],[],258732027,"Part-time superhero, full-time jollof rice enthusiast. Aspiring Cybersecurity Analyst.",kejimicheal,2521,2
Education,1782030303835390222,Sun Apr 21 12:55:07 +0000 2024,https://twitter.com/xRyusei_13/status/1782030303835390222,@CerfiaFR Interdire les ados de sortir le soir ne résoudra pas le problème. Je suis sorti le soir avec mes amis durant mon adolescence et je n’ai jamais rien fait de mal. Le problème viens de l’éducation que les parents donnent à leurs enfants. Arrêtons d’être stupide. 😒,[],0,0,0,0,fr,[],[],['CerfiaFR'],1389189942245527555,No Description,xRyusei_13,17,0
Education,1782030298546377052,Sun Apr 21 12:55:06 +0000 2024,https://twitter.com/YnotAlphaQ4ever/status/1782030298546377052,"@TRHLofficial I got my college education in a Texas prison so I'm a bit of a Grammar Nazi, but the word that I literally ""homed"" in on was Homophone.
""Homophone"" = A Leftist's iPhone",[],0,0,0,0,en,[],[],['TRHLofficial'],862341053818568705,"Indigenous American Outlaw.
Anarchist. Misanthropist. Politically-Incorrect, and proud to be so. Advocate of True Freedom, not the False ""freedom"" of Today",YnotAlphaQ4ever,56,0
Education,1782030293446086657,Sun Apr 21 12:55:05 +0000 2024,https://twitter.com/HeuFlof/status/1782030293446086657,The fact that my countries education board has to do this is fucked up and it kinda all their fault.,[],0,0,0,0,en,[],[],[],1530561278678548483,A 16 year old furrguy in high school.,HeuFlof,26,0
Education,1782030286324158566,Sun Apr 21 12:55:03 +0000 2024,https://twitter.com/300aacblackout/status/1782030286324158566,"@StopAntisemites Jews do disproportionally well, but that is due to a cultural focus on education.",[],0,0,0,0,en,[],[],['StopAntisemites'],324332318,No Description,300aacblackout,47,2
Education,1782030284873191496,Sun Apr 21 12:55:03 +0000 2024,https://twitter.com/CyrusShares/status/1782030284873191496,"@jakejakeny @Columbia @Yale @OhioState They should return to being sources of education and completely secular, unbiased and objective about all topics from politics and economics to history, foreign policy, religions, gender, climate, environment...",[],0,0,0,0,en,[],[],"['jakejakeny', 'Columbia', 'Yale', 'OhioState']",47107118,"Entrepreneur and lifelong advocate of #IranRegimeChange, secular democracy & individual liberties.  Freelance business, economy, geopolitics & security analyst.",CyrusShares,4820,2
Education,1782030283333570761,Sun Apr 21 12:55:02 +0000 2024,https://twitter.com/jamesisherwell/status/1782030283333570761,That’s so few can tell the difference between #education and #indoctrination.,"['education', 'indoctrination']",0,0,0,0,en,[],[],[],1777091915688587264,"Former futurist, greyman, fiat collector, agreeable contrarian",jamesisherwell,62,0
Education,1782030272994689471,Sun Apr 21 12:55:00 +0000 2024,https://twitter.com/BhmUK/status/1782030272994689471,"Proud of our 130-year legacy at the University of Greenwich @UniofGreenwich . We celebrate diversity and believe in limitless education, empowering students to chase their dreams regardless of their backgrounds. #Blackhistorymonth #EducationWithoutBoundaries","['Blackhistorymonth', 'EducationWithoutBoundaries']",0,0,0,0,en,[],[],['UniofGreenwich'],1885818056,"Black History 2024 Celebrating Black History Arts and Culture throughout the UK   
#blackhistorymonth2024  #blackhistorymonth  #BeyondOctober",BhmUK,37577,2
Education,1782030267256824143,Sun Apr 21 12:54:58 +0000 2024,https://twitter.com/ahmedsharawilo/status/1782030267256824143,"A struggle education. Wisdom is hard to believe? There are three types

▬نمشؾ▬
◗W77◖

▬ٺون▬
◗FVF◖",[],0,0,0,0,en,[],[],[],1665825151,No Description,ahmedsharawilo,21,0
Education,1782030255781187998,Sun Apr 21 12:54:56 +0000 2024,https://twitter.com/moore_ojo/status/1782030255781187998,"Kwara State Governor @RealAARahman Advances Vision for Education: Plans Unveiled for New University

…as Prof. Shuaib Oba Abdulraheem-Led Committee Presents Blueprint for Kwara University of Education

#GreaterKwara

https://t.co/4GCheKO8Qr…",['GreaterKwara'],0,0,0,0,en,[],[],['RealAARahman'],1214834292611862528,Progressive| New Media| Core BATIFIED| A Core Democrat| Real Madrid Fan.,moore_ojo,4582,2
Education,1782030251716997424,Sun Apr 21 12:54:55 +0000 2024,https://twitter.com/shval6/status/1782030251716997424,"@seanpennknows @TrayLaPark @cspanwj Dude, the entire world was upended due to a new virus that took most drs/scientists over a year to understand, especially as it mutated. But I’m sure you know better not having any medical education or experience",[],0,0,0,0,en,[],[],"['seanpennknows', 'TrayLaPark', 'cspanwj']",1122874189705297921,No Description,shval6,242,0
Education,1782030250739896503,Sun Apr 21 12:54:54 +0000 2024,https://twitter.com/pradeep98183125/status/1782030250739896503,"@AamAadmiParty @AtishiAAP Saale aise chillate the delhi me beat education best medication..
Ek dalla england gaya h operation ko ek cartoon telangaana se ilaaz karata h diebtic ka",[],1,0,0,0,ht,[],[],"['AamAadmiParty', 'AtishiAAP']",2181869319,just to hear here… nothing to speak(Modiji ka parivar),pradeep98183125,4,0
Education,1782030240744722788,Sun Apr 21 12:54:52 +0000 2024,https://twitter.com/ford89081/status/1782030240744722788,@BenRobertsHL Looks like we have learned one thing. these kids have no interest in the school they are blessed to play for. it is just to get them Big $ in the NBA. This group of kids is just me me me. PERIOD. They can't say thanks for the free education ++++,[],0,0,0,0,en,[],[],['BenRobertsHL'],1754148725616697344,No Description,ford89081,13,0
Education,1782030232959979780,Sun Apr 21 12:54:50 +0000 2024,https://twitter.com/sahilshahinvest/status/1782030232959979780,"@BarbellFi Wow! I didn’t know about all those benefits.

What do you mean when you say tax free for education?

You can pull the money out and pay off student loans tax free?",[],0,0,0,0,en,[],[],['BarbellFi'],1774971259748528128,Turning Stock Market Chaos Into Opportunity. Ideas for Profit and a Bit of Humor. Not Financial Advice.,sahilshahinvest,209,0
Education,1782030218149986429,Sun Apr 21 12:54:47 +0000 2024,https://twitter.com/barb_barge74062/status/1782030218149986429,"@RpsAgainstTrump @AccountableGOP Have you looked at the last years of Biden’s reign?  Please, look at reality. We don’t need WHO, UN, NPR, Department of Education, etc.clean house!",[],0,0,0,0,en,[],[],"['RpsAgainstTrump', 'AccountableGOP']",1657145142954827778,No Description,barb_barge74062,60,2
Education,1782030203415388510,Sun Apr 21 12:54:43 +0000 2024,https://twitter.com/IBda14U/status/1782030203415388510,This coupled with the destruction of Public Education will give the 1% the low IQ worker they so desperately want.,[],0,0,0,0,en,[],[],[],910479833607622657,"USMC 1371 🕵️‍♂️⛳️👫 🇺🇦What we do is more important than what we say. Lady Justice is not blindfolded anymore and gold tips her scales.
#IndictThemAll",IBda14U,15605,0
Education,1782030202861694980,Sun Apr 21 12:54:43 +0000 2024,https://twitter.com/AudaciousPundit/status/1782030202861694980,Your education system is turning your children into your enemies.,[],2,0,0,0,en,[],[],[],20022452,Wife. Mother. Non-practicing lawyer. Author. Opinion commentator. Legal analyst. Musician. Minister.,AudaciousPundit,9826,0
Education,1782030198113771870,Sun Apr 21 12:54:42 +0000 2024,https://twitter.com/si84071748/status/1782030198113771870,"@elonmusk This administration has run on the platform of pandering and stupidity. They made us vulnerable with oil and drove inflation up. Ruled us as a dictatorship. Literally have digressed America into a 3rd world country. Politics to Education. FDA has allowed food, water and air pois.",[],0,0,0,0,en,[],[],['elonmusk'],1380439907521458178,No Description,si84071748,37,0
Education,1782030191612866810,Sun Apr 21 12:54:40 +0000 2024,https://twitter.com/CorporateAdvis3/status/1782030191612866810,"Progressive world developing through  Science &amp; Technology &amp; women have equal rights todays.few pictures showing how they are now regressed in era of 1000 Years AC lacking  Education enjoying slavery , When women are leading globally. @RubikaLiyaquat @Dr_RizwanAhmed1 https://t.co/Nn7hifoAxF",[],5,0,0,0,en,[],['https://video.twimg.com/ext_tw_video/1782030166338019328/pu/vid/avc1/320x568/b_ukOK_nLrO_QlPS.mp4?tag=12'],"['RubikaLiyaquat', 'Dr_RizwanAhmed1']",1323677379227627520,"L.S.S.LAL: M.B.A.LL.B, S.M.P (IIM Calcutta) 40 yrs Corp Exp. Business & Legal Advisor Business Compliance , Sales & Mkt,Growth,Risk mitigation & Agreement",CorporateAdvis3,29,0
Education Loan,1782030075522908657,Sun Apr 21 12:54:13 +0000 2024,https://twitter.com/SevadalAWR/status/1782030075522908657,"@RahulGandhi and @INC understands the challenges poor and middle class faces to get the education thats the reason students loan is included in manifesto 

#StudentsLoanMaafi",['StudentsLoanMaafi'],1,0,0,0,en,[],[],"['RahulGandhi', 'Inc']",1558687361768509440,"Official Twitter Account Alwar Congress Sevadal-Rajasthan. @CongressSevadal 
 is headed by the Chief Organiser 
@LalgiDesai
  RTs are not endorsements",SevadalAWR,2400,2
