Policy Name,Policy Name Variant,Id,Date,Url,Full Text,Hashtags,Views Count,Favourite Count,Retweet Count,Reply Count,Language,Image Urls,Video Urls,User Mentions,User Profile Id,User Description,User Name,User Followers Count
Tagore National Scholarship for Cultural Research,Tagore National Scholarship for Cultural,1000419822428041216,Sat May 26 16:54:07 +0000 2018,https://twitter.com/diprjk/status/1000419822428041216,"Ministry of Culture Tagore National Fellowship for Cultural Research [45 Fellowships &amp; 75 Scholarships, Monthly upto Rs. 80K]: Apply by Jun 22 https://t.co/zsJ0MJWWds",[],0,0,1,0,en,[],[],[],830669077022531584,"Official Account of the Information & PR Department, Union Territory of Jammu & Kashmir.",diprjk,182904
Tagore National Scholarship for Cultural Research,Tagore National Scholarship for Cultural,999637466079465473,Thu May 24 13:05:18 +0000 2018,https://twitter.com/IndiaIcsi/status/999637466079465473,".@MinOfCultureGoI invites applications for award of 45 Fellowships &amp; 75 Scholarships under #Tagore National #Fellowship for Cultural Research #TNFCR Programme 
@_NMML_ @igncakd 
Further Details: https://t.co/BLD6QGkrnr https://t.co/a74sj5r5zc","['Tagore', 'Fellowship', 'TNFCR']",0,0,8,0,en,['https://pbs.twimg.com/media/Dd9sqRUUwAAI43J.jpg'],[],"['MinOfCultureGoI', '_NMML_']",3039115956,Information & Communication Society of India #ICSI| a Society for #ICT4SDG #OpenAccess #SciComm | For membership: icsi.president@gmail.com | Tweet by @AannuuppK,IndiaIcsi,1228
Tagore National Scholarship for Cultural Research,Tagore National Scholarship for Cultural,999507005915172864,Thu May 24 04:26:54 +0000 2018,https://twitter.com/diprjk/status/999507005915172864,"Ministry of Culture, Govt of India invites applications for award of 45 Fellowships &amp; 75 Scholarships under Tagore National Fellowship for Cultural Research (TNFCR) Programme https://t.co/cOWI16Fots",[],0,1,1,0,en,['https://pbs.twimg.com/media/Dd72ETOU0AAdzX9.jpg'],[],[],830669077022531584,"Official Account of the Information & PR Department, Union Territory of Jammu & Kashmir.",diprjk,182904
Tagore National Scholarship for Cultural Research,Tagore National Scholarship for Cultural,445500624386265089,Mon Mar 17 10:03:20 +0000 2014,https://twitter.com/eduscholarships/status/445500624386265089,"Tagore National Fellowships Scholarships For Cultural Research, AWARD of TAGORE NATIONAL FELLOWSHIP SCHOLARSHIP: http://t.co/Uz5etVfhZm",[],0,1,0,0,en,[],[],[],25242766,"Scholarships In India is the ultimate Scholarship one-stop portal for students and parents.

#scholarship #fellowship #awards #competitions #internships",eduscholarships,3952
Tagore National Scholarship for Cultural Research,Tagore National Scholarship for Cultural,281718138335277056,Thu Dec 20 11:10:12 +0000 2012,https://twitter.com/geebangladesh/status/281718138335277056,"SCHOLARSHIP IN INDIA
     'Tagore National Fellowship for Cultural Research 2013""                      -... http://t.co/Mmv7P2uM",[],0,0,0,0,en,[],[],[],170340531,GEE Bangladesh is a Global Education Explorer where students and parents find authentic information pertaining to education. Visit our website for detailed info,geebangladesh,1317
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1779812473765237071,Mon Apr 15 10:02:15 +0000 2024,https://twitter.com/BITMesra_Ranchi/status/1779812473765237071,"The Department of Chemical Engineering at #BITM invites applications for the Summer Internship Programme 2024 beginning from 15th May to 15th July. The internship will be in offline mode. The last date for submission of applications is 24/04/24.
Register: https://t.co/NehrWhCw84 https://t.co/a9RdQm0d9B",['BITM'],48,0,0,0,en,['https://pbs.twimg.com/media/GLMpuOtWwAAcvuf.jpg'],[],[],1406225334240878600,"BIT Mesra, Deemed University",BITMesra_Ranchi,192
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1777985052829253759,Wed Apr 10 09:00:44 +0000 2024,https://twitter.com/Univenofficial/status/1777985052829253759,"The Department of Forestry, Fisheries and the Environment is looking for motivated and passionate unemployed graduates to apply for the 24-month (2024-2026) Internship Programme. 

You can download the Z83 form from the link below 
https://t.co/HRL73exgTJ

#CreatingFutureLeaders https://t.co/14i5hSx8JM",['CreatingFutureLeaders'],719,11,2,0,en,['https://pbs.twimg.com/media/GKyr8KuXcAApe0-.jpg'],[],[],1227366894,Creating Future Leaders,Univenofficial,26090
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1776176161380331537,Fri Apr 05 09:12:51 +0000 2024,https://twitter.com/DBE_SA/status/1776176161380331537,"@ReginahMhaule @ElijahMhlanga @HubertMweli @GovernmentZA @GTI_educators The Teacher Internship Programme was officially established in 2013, after the Minister, Ms Angie  Motshekga announced its establishment same year.

The Department entered into an official public-private partnership with GTI, with the goal of improving reading and mathematics. https://t.co/9HRK4qoNng",[],849,3,0,1,en,"['https://pbs.twimg.com/media/GKY-y66XMAAk62j.jpg', 'https://pbs.twimg.com/media/GKY-zFgXMAAgOf-.jpg', 'https://pbs.twimg.com/media/GKY-y99XsAAiLbK.jpg', 'https://pbs.twimg.com/media/GKY-zBpW8AA47-_.jpg']",[],"['ReginahMhaule', 'ElijahMhlanga', 'HubertMweli', 'GovernmentZA', 'GTI_educators']",168410432,Official account of the South African Department of Basic Education.  A retweet is not an endorsement. Email: info@dbe.gov.za | Callcentre: 0800 202 933,DBE_SA,302973
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1774801572171550957,Mon Apr 01 14:10:43 +0000 2024,https://twitter.com/PamelaMhlongo10/status/1774801572171550957,@Patriot_S_A If any of them studied at the University of Zululand in the  Department of Recreation and Tourism tell them there’s an internship programme for unemployed graduates..,[],574,3,0,2,en,[],[],['Patriot_S_A'],1458777028811964420,,PamelaMhlongo10,130
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1773207733879144916,Thu Mar 28 04:37:23 +0000 2024,https://twitter.com/youthspacehub/status/1773207733879144916,"Internship Programme 2024/26

The Department of Trade, Industry and Competition invites Graduates to apply for Internship Opportunities for a period of 24 months commencing on 01 July to 30 June 2026 

Closing Date : 05 April 2024

https://t.co/KZ6gTl0L9u https://t.co/8PKRQkbFF0",[],1525,11,7,0,en,"['https://pbs.twimg.com/media/GJuzBS7XAAAkAxC.jpg', 'https://pbs.twimg.com/media/GJuzBS7WgAA6ubH.jpg']",[],[],1313373088562716672,with youspacehub you can find the latest careers opportunities and news updates in South Africa,youthspacehub,109571
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1772593001555972360,Tue Mar 26 11:54:39 +0000 2024,https://twitter.com/CarolBMashudu1/status/1772593001555972360,"Internship Programme 2024/26

The Department of Trade, Industry and Competition invites Graduates to apply for Internship Opportunities for a period of 24 months commencing on 01 July to 30 June 2026 

Closing Date : 05 April 2024 https://t.co/N71dI2FJQZ",[],6940,78,43,0,en,"['https://pbs.twimg.com/media/GJmD7qzXsAAVZdy.jpg', 'https://pbs.twimg.com/media/GJmD7unWUAA2Pyg.jpg']",[],[],1627312212380471299,Interview Verifications • Interview Coach • #WorkOpportunities • #Bursaries,CarolBMashudu1,46046
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1770731046104957291,Thu Mar 21 08:35:54 +0000 2024,https://twitter.com/TadeOffice/status/1770731046104957291,"Are you currently looking for an internship to gain work experience?
Look no further!
The Department of Forestry, Fisheries and the Environment (DFFE) invites qualified graduates to apply for their 24 months programme.
Stipend: R7142 per month
Closing date: 12 April 2024. https://t.co/lzmnQ7Yp1c",[],5402,14,7,0,en,"['https://pbs.twimg.com/media/GJLmdZ_XIAAqbdr.jpg', 'https://pbs.twimg.com/media/GJLmdZ6XwAAEIVR.jpg', 'https://pbs.twimg.com/media/GJLmdZ7WIAATdZi.jpg', 'https://pbs.twimg.com/media/GJLmdZ6XoAAWjVF.jpg']",[],[],4888978143,"we share employment/Learnership opportunities and life skills
NB: NEVER PAY FOR ANY JOB!!",TadeOffice,207741
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1770513553868349898,Wed Mar 20 18:11:40 +0000 2024,https://twitter.com/IsabelJHB/status/1770513553868349898,"The Department of Forestry, Fisheries, and the Environment (DFFE) of South Africa invites unemployed graduates, who wish to apply for the24 (twenty-four) months internship programme https://t.co/j9LmeP5EGg",[],30,0,0,0,en,[],[],[],965601559,"Scientist, advisor & volunteer educator in Africa. Addressing metal pollution:  phytotechnologies and food safety.",IsabelJHB,299
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1770351075578511594,Wed Mar 20 07:26:02 +0000 2024,https://twitter.com/mr_Tebsza/status/1770351075578511594,"Are you currently looking for an internship to gain work experience?

The Department of Forestry, Fisheries and the Environment (DFFE) invites qualified graduates to apply for their 24 months programme.

Stipend: R7142 per month

 https://t.co/ujULvbXkb1. 

12 April 2024. https://t.co/21X7zlOsQY",[],66,0,0,0,en,"['https://pbs.twimg.com/media/GJGM60SXcAAkZ0f.jpg', 'https://pbs.twimg.com/media/GJGM64pWEAAcTJ3.jpg', 'https://pbs.twimg.com/media/GJGM68KW0AAVuvO.jpg', 'https://pbs.twimg.com/media/GJGM62CXoAAL_Ky.jpg']",[],[],1700806734481125376,,mr_Tebsza,1203
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1770346517347315985,Wed Mar 20 07:07:55 +0000 2024,https://twitter.com/NYDARSA/status/1770346517347315985,"Are you currently looking for an internship to gain work experience?

Look no further!

The Department of Forestry, Fisheries and the Environment (DFFE) invites qualified graduates to apply for their 24 months programme.

Stipend: R7142 per month

View and download full document: https://t.co/cPsiHr6UDh",[],8919,60,56,0,en,"['https://pbs.twimg.com/media/GJGInh8XcAAytPv.jpg', 'https://pbs.twimg.com/media/GJGIniTXoAARjRd.jpg', 'https://pbs.twimg.com/media/GJGInh7W0AAFutm.jpg', 'https://pbs.twimg.com/media/GJGIniWXgAArcDb.jpg']",[],[],54881417,The National Youth Development Agency (NYDA) is a South African youth development agency.,NYDARSA,155232
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1767089410737086836,Mon Mar 11 07:25:21 +0000 2024,https://twitter.com/empowermentopps/status/1767089410737086836,"The Department of Transport invites interested and suitably qualified South African candidates to apply for the Internship Programme 2024/2026. 

Details: https://t.co/p5LnzBDLYS .  

#JobSeekersSA #SouthAfrica","['JobSeekersSA', 'SouthAfrica']",92,2,0,0,en,[],[],[],807512821160349697,Bridging the gap to Opportunities | Fellowships | Internships | Grants | Scholarships| Contest | Jobs | Npower News | SA Bursaries | Learnership  #JobSeekerSA,empowermentopps,17418
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1763529686699647171,Fri Mar 01 11:40:16 +0000 2024,https://twitter.com/deptoflabour/status/1763529686699647171,"🎥Youth hired on internship programme in the Department of Employment and Labour are given an opportunity to share their experiences on how they got into the programme, and they also encourages those still seeking for employment to register on the #ESSA https://t.co/8H7Y3ZG7Eq",['ESSA'],748,3,2,1,en,[],['https://video.twimg.com/ext_tw_video/1763529539655766016/pu/vid/avc1/320x426/K2CX8GjCiSLD9c9m.mp4?tag=12'],[],123179325,Official account of the South African Department of Employment and Labour - Staying informed on Labour matters,deptoflabour,126715
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1761007186442949069,Fri Feb 23 12:36:45 +0000 2024,https://twitter.com/QueerCantHear/status/1761007186442949069,"@RubbenaArt @BBCSilentWitnes Young people who start a work placement with an employer as part of the Department for Education supported internship programme or a traineeship are able to apply for Access to Work support for the time of their work placement, different to work experience. 😊",[],73,1,0,1,en,[],[],"['RubbenaArt', 'BBCSilentWitnes']",412409161,"Proudly Deaf, Queer and Autistic

British Manxie 🇮🇲

Works @DandA_inclusion, @WheelieQueer and @thriving_autist

All views my own, he/him 🏳️‍🌈♿",QueerCantHear,3624
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1757996163796475973,Thu Feb 15 05:12:02 +0000 2024,https://twitter.com/kzngov/status/1757996163796475973,"Join us in shaping the future of healthcare! The Department of Health offers a 24-month internship programme for unemployed youth. 

Apply now: https://t.co/NZeHEvAbB6

#GrowingKZNTogether #JobSeekersSA https://t.co/wViA2AQaDx","['GrowingKZNTogether', 'JobSeekersSA']",1524,27,8,0,en,"['https://pbs.twimg.com/media/GGWoGtUWsAAqC8G.jpg', 'https://pbs.twimg.com/media/GGWoGtXX0AAIeNC.jpg', 'https://pbs.twimg.com/media/GGWoGtVXIAA4jUJ.jpg', 'https://pbs.twimg.com/media/GGWoGtWWIAATgWY.jpg']",[],[],399398970,"Official Account of KZN Provincial Government: To be the centre of governance, providing leadership towards achieving KZN Vision 2035.",kzngov,58954
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1754550530708267285,Mon Feb 05 17:00:19 +0000 2024,https://twitter.com/ArtsSportNwpg/status/1754550530708267285,"The Department of Justice and Constitutional Development (DoJ &amp; CD) - Candidate Attorney Programme 2024/26

Click here to download pdf https://t.co/7ml3EFdafu  

Closing date : 19 February 2024

#Intern #jobsearching #internships #internshipopportunity #jobseekers #jobopportunity https://t.co/LYJb03D33f","['Intern', 'jobsearching', 'internships', 'internshipopportunity', 'jobseekers', 'jobopportunity']",485,4,5,2,en,"['https://pbs.twimg.com/media/GFlqZk5W4AA16Cq.jpg', 'https://pbs.twimg.com/media/GFlqaJTW0AESpin.jpg']",[],[],852466567082364928,"North West Department of Arts, Culture, Sport and Recreation",ArtsSportNwpg,9861
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1750475181062049820,Thu Jan 25 11:06:20 +0000 2024,https://twitter.com/sziks/status/1750475181062049820,"Upon completion of studies, bursary holders join the Department’s Internship Programme wherein they gain relevant technical experience for a duration of 24 months in line with their contractual obligation to the Department and in accordance to the DPSA-regulated internship period https://t.co/QuXEvS6goC",[],193,2,1,1,en,"['https://pbs.twimg.com/media/GErv5GxXgAA3u-b.jpg', 'https://pbs.twimg.com/media/GErv5GrWsAAQLCw.jpg', 'https://pbs.twimg.com/media/GErv5GqXYAALvpd.jpg']",[],[],314067900,Official account of Minister of @DepartmentPWI | Member of SA Parliament | @myANC NEC Member | Former @KZNGov Premier 2019-2022 | Former @ANCKZN Chair,sziks,131638
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1749755572956664181,Tue Jan 23 11:26:52 +0000 2024,https://twitter.com/GCIS_IRC/status/1749755572956664181,"The Department of Sport, Arts &amp; Culture invites unemployed youth to apply for the Internship Programme.  Stipend: R7 034, 30 per month.  Duration: 24 Months.  Closing date: 26 January 2024.  Email your application to recruitment@dsac.gov.za. Only emailed",[],116,0,0,0,en,[],[],[],1036592810487676928,"The Twitter account of the Information Resource Centre of Government Communication and Information System.

Contacts: IRCsocialmedia@gcis.gov.za OR 012 473 0331",GCIS_IRC,10385
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1749724168101175323,Tue Jan 23 09:22:04 +0000 2024,https://twitter.com/ThabangMabulan_/status/1749724168101175323,"The Department of Sport, Arts &amp; Culture invites unemployed youth to apply for the Internship Programme.

Stipend: R7 034, 30 per month.

Duration: 24 Months.

Good Luck!
#OpportunitiesWithThabang #JobSeekersSA https://t.co/xkVWmOjJth","['OpportunitiesWithThabang', 'JobSeekersSA']",191,0,0,1,en,"['https://pbs.twimg.com/media/GEhE1EjXMAAm3qg.jpg', 'https://pbs.twimg.com/media/GEhE1iVXcAIPBi9.jpg', 'https://pbs.twimg.com/media/GEhE2AFXAAA56Me.jpg', 'https://pbs.twimg.com/media/GEhE2W9XkAEPU6C.jpg']",[],[],1174886588704264195,"A futuristic and visionary by a mantra. An expander of the scale and scope, of human consciousness | Aspiring
Software Engineer & DBA | Former Member at SAYPN",ThabangMabulan_,5253
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1749678708355457198,Tue Jan 23 06:21:26 +0000 2024,https://twitter.com/CapricornFMNews/status/1749678708355457198,#Unemployment Ledwaba says some of these unemployed doctors were funded by the department at different tertiary institutions including in Cuba but were let go after completing their 2-year internship and 1 year community service programme. VNM,['Unemployment'],69,0,0,1,en,[],[],[],1481829344,"96.0 PLK | 105.4 Louis Trichardt | 97.6 Tzaneen | 98.0 Hoedspruit
100.9 Lephalale | 91.7 Pretoria | 884 DSTV Audio Bouquet 
Email: news@capricornfm.co.za",CapricornFMNews,49908
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department,1749539275861856453,Mon Jan 22 21:07:22 +0000 2024,https://twitter.com/CarolBMashudu1/status/1749539275861856453,"The Department of Sport, Arts &amp; Culture invites unemployed youth to apply for the Internship Programme.

Stipend: R7 034, 30 per month.

Duration: 24 Months.

Closing date: 26 January 2024.

Email your application to recruitment@dsac.gov.za. Only emailed applications will be https://t.co/wlHTwaKB5n",[],31633,255,114,5,en,"['https://pbs.twimg.com/media/GEecp1uXgAA5KLv.jpg', 'https://pbs.twimg.com/media/GEecqsaXkAAEPt9.jpg', 'https://pbs.twimg.com/media/GEecreVW4AQ1MSn.jpg', 'https://pbs.twimg.com/media/GEecsLCWcAAF3zK.jpg']",[],[],1627312212380471299,Interview Verifications • Interview Coach • #WorkOpportunities • #Bursaries,CarolBMashudu1,46047
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1779812473765237071,Mon Apr 15 10:02:15 +0000 2024,https://twitter.com/BITMesra_Ranchi/status/1779812473765237071,"The Department of Chemical Engineering at #BITM invites applications for the Summer Internship Programme 2024 beginning from 15th May to 15th July. The internship will be in offline mode. The last date for submission of applications is 24/04/24.
Register: https://t.co/NehrWhCw84 https://t.co/a9RdQm0d9B",['BITM'],48,0,0,0,en,['https://pbs.twimg.com/media/GLMpuOtWwAAcvuf.jpg'],[],[],1406225334240878600,"BIT Mesra, Deemed University",BITMesra_Ranchi,192
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1777985052829253759,Wed Apr 10 09:00:44 +0000 2024,https://twitter.com/Univenofficial/status/1777985052829253759,"The Department of Forestry, Fisheries and the Environment is looking for motivated and passionate unemployed graduates to apply for the 24-month (2024-2026) Internship Programme. 

You can download the Z83 form from the link below 
https://t.co/HRL73exgTJ

#CreatingFutureLeaders https://t.co/14i5hSx8JM",['CreatingFutureLeaders'],719,11,2,0,en,['https://pbs.twimg.com/media/GKyr8KuXcAApe0-.jpg'],[],[],1227366894,Creating Future Leaders,Univenofficial,26090
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1776176161380331537,Fri Apr 05 09:12:51 +0000 2024,https://twitter.com/DBE_SA/status/1776176161380331537,"@ReginahMhaule @ElijahMhlanga @HubertMweli @GovernmentZA @GTI_educators The Teacher Internship Programme was officially established in 2013, after the Minister, Ms Angie  Motshekga announced its establishment same year.

The Department entered into an official public-private partnership with GTI, with the goal of improving reading and mathematics. https://t.co/9HRK4qoNng",[],849,3,0,1,en,"['https://pbs.twimg.com/media/GKY-y66XMAAk62j.jpg', 'https://pbs.twimg.com/media/GKY-zFgXMAAgOf-.jpg', 'https://pbs.twimg.com/media/GKY-y99XsAAiLbK.jpg', 'https://pbs.twimg.com/media/GKY-zBpW8AA47-_.jpg']",[],"['ReginahMhaule', 'ElijahMhlanga', 'HubertMweli', 'GovernmentZA', 'GTI_educators']",168410432,Official account of the South African Department of Basic Education.  A retweet is not an endorsement. Email: info@dbe.gov.za | Callcentre: 0800 202 933,DBE_SA,302973
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1774801572171550957,Mon Apr 01 14:10:43 +0000 2024,https://twitter.com/PamelaMhlongo10/status/1774801572171550957,@Patriot_S_A If any of them studied at the University of Zululand in the  Department of Recreation and Tourism tell them there’s an internship programme for unemployed graduates..,[],574,3,0,2,en,[],[],['Patriot_S_A'],1458777028811964420,,PamelaMhlongo10,130
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1773207733879144916,Thu Mar 28 04:37:23 +0000 2024,https://twitter.com/youthspacehub/status/1773207733879144916,"Internship Programme 2024/26

The Department of Trade, Industry and Competition invites Graduates to apply for Internship Opportunities for a period of 24 months commencing on 01 July to 30 June 2026 

Closing Date : 05 April 2024

https://t.co/KZ6gTl0L9u https://t.co/8PKRQkbFF0",[],1525,11,7,0,en,"['https://pbs.twimg.com/media/GJuzBS7XAAAkAxC.jpg', 'https://pbs.twimg.com/media/GJuzBS7WgAA6ubH.jpg']",[],[],1313373088562716672,with youspacehub you can find the latest careers opportunities and news updates in South Africa,youthspacehub,109571
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1772593001555972360,Tue Mar 26 11:54:39 +0000 2024,https://twitter.com/CarolBMashudu1/status/1772593001555972360,"Internship Programme 2024/26

The Department of Trade, Industry and Competition invites Graduates to apply for Internship Opportunities for a period of 24 months commencing on 01 July to 30 June 2026 

Closing Date : 05 April 2024 https://t.co/N71dI2FJQZ",[],6940,78,43,0,en,"['https://pbs.twimg.com/media/GJmD7qzXsAAVZdy.jpg', 'https://pbs.twimg.com/media/GJmD7unWUAA2Pyg.jpg']",[],[],1627312212380471299,Interview Verifications • Interview Coach • #WorkOpportunities • #Bursaries,CarolBMashudu1,46047
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1770731046104957291,Thu Mar 21 08:35:54 +0000 2024,https://twitter.com/TadeOffice/status/1770731046104957291,"Are you currently looking for an internship to gain work experience?
Look no further!
The Department of Forestry, Fisheries and the Environment (DFFE) invites qualified graduates to apply for their 24 months programme.
Stipend: R7142 per month
Closing date: 12 April 2024. https://t.co/lzmnQ7Yp1c",[],5402,14,7,0,en,"['https://pbs.twimg.com/media/GJLmdZ_XIAAqbdr.jpg', 'https://pbs.twimg.com/media/GJLmdZ6XwAAEIVR.jpg', 'https://pbs.twimg.com/media/GJLmdZ7WIAATdZi.jpg', 'https://pbs.twimg.com/media/GJLmdZ6XoAAWjVF.jpg']",[],[],4888978143,"we share employment/Learnership opportunities and life skills
NB: NEVER PAY FOR ANY JOB!!",TadeOffice,207741
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1770513553868349898,Wed Mar 20 18:11:40 +0000 2024,https://twitter.com/IsabelJHB/status/1770513553868349898,"The Department of Forestry, Fisheries, and the Environment (DFFE) of South Africa invites unemployed graduates, who wish to apply for the24 (twenty-four) months internship programme https://t.co/j9LmeP5EGg",[],30,0,0,0,en,[],[],[],965601559,"Scientist, advisor & volunteer educator in Africa. Addressing metal pollution:  phytotechnologies and food safety.",IsabelJHB,299
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1770351075578511594,Wed Mar 20 07:26:02 +0000 2024,https://twitter.com/mr_Tebsza/status/1770351075578511594,"Are you currently looking for an internship to gain work experience?

The Department of Forestry, Fisheries and the Environment (DFFE) invites qualified graduates to apply for their 24 months programme.

Stipend: R7142 per month

 https://t.co/ujULvbXkb1. 

12 April 2024. https://t.co/21X7zlOsQY",[],66,0,0,0,en,"['https://pbs.twimg.com/media/GJGM60SXcAAkZ0f.jpg', 'https://pbs.twimg.com/media/GJGM64pWEAAcTJ3.jpg', 'https://pbs.twimg.com/media/GJGM68KW0AAVuvO.jpg', 'https://pbs.twimg.com/media/GJGM62CXoAAL_Ky.jpg']",[],[],1700806734481125376,,mr_Tebsza,1203
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1770346517347315985,Wed Mar 20 07:07:55 +0000 2024,https://twitter.com/NYDARSA/status/1770346517347315985,"Are you currently looking for an internship to gain work experience?

Look no further!

The Department of Forestry, Fisheries and the Environment (DFFE) invites qualified graduates to apply for their 24 months programme.

Stipend: R7142 per month

View and download full document: https://t.co/cPsiHr6UDh",[],8919,60,56,0,en,"['https://pbs.twimg.com/media/GJGInh8XcAAytPv.jpg', 'https://pbs.twimg.com/media/GJGIniTXoAARjRd.jpg', 'https://pbs.twimg.com/media/GJGInh7W0AAFutm.jpg', 'https://pbs.twimg.com/media/GJGIniWXgAArcDb.jpg']",[],[],54881417,The National Youth Development Agency (NYDA) is a South African youth development agency.,NYDARSA,155232
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1767089410737086836,Mon Mar 11 07:25:21 +0000 2024,https://twitter.com/empowermentopps/status/1767089410737086836,"The Department of Transport invites interested and suitably qualified South African candidates to apply for the Internship Programme 2024/2026. 

Details: https://t.co/p5LnzBDLYS .  

#JobSeekersSA #SouthAfrica","['JobSeekersSA', 'SouthAfrica']",92,2,0,0,en,[],[],[],807512821160349697,Bridging the gap to Opportunities | Fellowships | Internships | Grants | Scholarships| Contest | Jobs | Npower News | SA Bursaries | Learnership  #JobSeekerSA,empowermentopps,17418
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1763529686699647171,Fri Mar 01 11:40:16 +0000 2024,https://twitter.com/deptoflabour/status/1763529686699647171,"🎥Youth hired on internship programme in the Department of Employment and Labour are given an opportunity to share their experiences on how they got into the programme, and they also encourages those still seeking for employment to register on the #ESSA https://t.co/8H7Y3ZG7Eq",['ESSA'],748,3,2,1,en,[],['https://video.twimg.com/ext_tw_video/1763529539655766016/pu/vid/avc1/320x426/K2CX8GjCiSLD9c9m.mp4?tag=12'],[],123179325,Official account of the South African Department of Employment and Labour - Staying informed on Labour matters,deptoflabour,126715
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1761007186442949069,Fri Feb 23 12:36:45 +0000 2024,https://twitter.com/QueerCantHear/status/1761007186442949069,"@RubbenaArt @BBCSilentWitnes Young people who start a work placement with an employer as part of the Department for Education supported internship programme or a traineeship are able to apply for Access to Work support for the time of their work placement, different to work experience. 😊",[],73,1,0,1,en,[],[],"['RubbenaArt', 'BBCSilentWitnes']",412409161,"Proudly Deaf, Queer and Autistic

British Manxie 🇮🇲

Works @DandA_inclusion, @WheelieQueer and @thriving_autist

All views my own, he/him 🏳️‍🌈♿",QueerCantHear,3624
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1757996163796475973,Thu Feb 15 05:12:02 +0000 2024,https://twitter.com/kzngov/status/1757996163796475973,"Join us in shaping the future of healthcare! The Department of Health offers a 24-month internship programme for unemployed youth. 

Apply now: https://t.co/NZeHEvAbB6

#GrowingKZNTogether #JobSeekersSA https://t.co/wViA2AQaDx","['GrowingKZNTogether', 'JobSeekersSA']",1524,27,8,0,en,"['https://pbs.twimg.com/media/GGWoGtUWsAAqC8G.jpg', 'https://pbs.twimg.com/media/GGWoGtXX0AAIeNC.jpg', 'https://pbs.twimg.com/media/GGWoGtVXIAA4jUJ.jpg', 'https://pbs.twimg.com/media/GGWoGtWWIAATgWY.jpg']",[],[],399398970,"Official Account of KZN Provincial Government: To be the centre of governance, providing leadership towards achieving KZN Vision 2035.",kzngov,58954
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1754550530708267285,Mon Feb 05 17:00:19 +0000 2024,https://twitter.com/ArtsSportNwpg/status/1754550530708267285,"The Department of Justice and Constitutional Development (DoJ &amp; CD) - Candidate Attorney Programme 2024/26

Click here to download pdf https://t.co/7ml3EFdafu  

Closing date : 19 February 2024

#Intern #jobsearching #internships #internshipopportunity #jobseekers #jobopportunity https://t.co/LYJb03D33f","['Intern', 'jobsearching', 'internships', 'internshipopportunity', 'jobseekers', 'jobopportunity']",485,4,5,2,en,"['https://pbs.twimg.com/media/GFlqZk5W4AA16Cq.jpg', 'https://pbs.twimg.com/media/GFlqaJTW0AESpin.jpg']",[],[],852466567082364928,"North West Department of Arts, Culture, Sport and Recreation",ArtsSportNwpg,9861
